"image_id","folder","image_url","masking_url","length_pred","waist_pred","length_conf","waist_conf","total_conf"
"737056","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/737056.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/737056_bottom.jpg","맥시","판별불가","0.6326","0.3876","1.0202"
"481372","modern","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/modern/481372.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/481372_bottom.jpg","판별불가","판별불가","0.5016","0.4748","0.9763"
"1151802","country","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/country/1151802.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/1151802_bottom.jpg","발목","normal","0.2731","0.6274","0.9005"
"1255461","modern","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/modern/1255461.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/1255461_bottom.jpg","미디","판별불가","0.4663","0.5342","1.0005"
"258419","resort","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/resort/258419.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/258419_bottom.jpg","숏","normal","0.454","0.5383","0.9923"
"1165421","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/1165421.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/1165421_bottom.jpg","카프리","normal","0.315","0.6375","0.9525"
"494153","sporty","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/sporty/494153.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/494153_bottom.jpg","초숏","normal","0.557","0.4457","1.0027"
"504650","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/504650.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/504650_bottom.jpg","버뮤다","하이웨이스트","0.5161","0.4323","0.9484"
"6721","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/6721.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/6721_bottom.jpg","맥시","normal","0.4447","0.5855","1.0302"
"238051","country","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/country/238051.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/238051_bottom.jpg","판별불가","판별불가","0.3675","0.6167","0.9842"
"1328483","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/1328483.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/1328483_bottom.jpg","발목","normal","0.3249","0.5789","0.9039"
"199550","feminine","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/feminine/199550.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/199550_bottom.jpg","미디","하이웨이스트","0.3449","0.6556","1.0006"
"988680","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/988680.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/988680_bottom.jpg","숏","normal","0.3963","0.5972","0.9935"
"1179864","modern","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/modern/1179864.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/1179864_bottom.jpg","카프리","normal","0.3769","0.5793","0.9562"
"503814","sporty","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/sporty/503814.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/503814_bottom.jpg","초숏","판별불가","0.3551","0.6502","1.0054"
"81581","feminine","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/feminine/81581.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/81581_bottom.jpg","버뮤다","normal","0.4676","0.4873","0.9548"
"507145","romantic","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/romantic/507145.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/507145_bottom.jpg","맥시","판별불가","0.2131","0.8229","1.036"
"1131728","modern","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/modern/1131728.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/1131728_bottom.jpg","판별불가","하이웨이스트","0.4583","0.537","0.9953"
"942890","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/942890.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/942890_bottom.jpg","발목","판별불가","0.4412","0.4655","0.9067"
"925179","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/925179.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/925179_bottom.jpg","미디","normal","0.3831","0.6259","1.009"
"1053786","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/1053786.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/1053786_bottom.jpg","숏","normal","0.5382","0.4842","1.0224"
"1096471","feminine","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/feminine/1096471.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/1096471_bottom.jpg","카프리","판별불가","0.4972","0.4665","0.9638"
"854877","modern","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/modern/854877.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/854877_bottom.jpg","초숏","판별불가","0.5206","0.5078","1.0284"
"1267513","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/1267513.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/1267513_bottom.jpg","버뮤다","normal","0.336","0.6307","0.9667"
"1005788","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/1005788.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/1005788_bottom.jpg","맥시","normal","0.373","0.6695","1.0425"
"1079185","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/1079185.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/1079185_bottom.jpg","판별불가","판별불가","0.4185","0.5802","0.9988"
"671956","feminine","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/feminine/671956.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/671956_bottom.jpg","발목","판별불가","0.2353","0.6717","0.907"
"798865","resort","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/resort/798865.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/798865_bottom.jpg","미디","판별불가","0.2789","0.7408","1.0197"
"520801","modern","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/modern/520801.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/520801_bottom.jpg","숏","판별불가","0.5363","0.489","1.0253"
"293274","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/293274.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/293274_bottom.jpg","카프리","판별불가","0.5876","0.4045","0.9921"
"138035","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/138035.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/138035_bottom.jpg","초숏","판별불가","0.3303","0.6987","1.029"
"594220","modern","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/modern/594220.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/594220_bottom.jpg","버뮤다","판별불가","0.2642","0.7086","0.9728"
"1264078","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/1264078.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/1264078_bottom.jpg","맥시","판별불가","0.2325","0.8123","1.0448"
"693559","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/693559.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/693559_bottom.jpg","판별불가","판별불가","0.2272","0.772","0.9991"
"1270621","sporty","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/sporty/1270621.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/1270621_bottom.jpg","발목","판별불가","0.2638","0.6614","0.9253"
"100662","resort","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/resort/100662.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/100662_bottom.jpg","미디","normal","0.3885","0.6394","1.0278"
"801595","modern","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/modern/801595.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/801595_bottom.jpg","숏","하이웨이스트","0.511","0.5317","1.0427"
"1097802","romantic","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/romantic/1097802.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/1097802_bottom.jpg","카프리","하이웨이스트","0.4877","0.5341","1.0218"
"1053997","sophisticated","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/sophisticated/1053997.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/1053997_bottom.jpg","초숏","normal","0.4107","0.6216","1.0323"
"259893","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/259893.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/259893_bottom.jpg","버뮤다","하이웨이스트","0.3881","0.594","0.9821"
"310466","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/310466.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/310466_bottom.jpg","맥시","판별불가","0.3181","0.7291","1.0472"
"931293","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/931293.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/931293_bottom.jpg","판별불가","normal","0.3539","0.6748","1.0287"
"1270778","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/1270778.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/1270778_bottom.jpg","발목","판별불가","0.4023","0.5336","0.9359"
"1037017","resort","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/resort/1037017.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/1037017_bottom.jpg","미디","normal","0.3624","0.6738","1.0361"
"737091","country","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/country/737091.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/737091_bottom.jpg","숏","판별불가","0.3029","0.7416","1.0445"
"90149","romantic","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/romantic/90149.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/90149_bottom.jpg","카프리","하이웨이스트","0.5174","0.5077","1.0251"
"915905","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/915905.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/915905_bottom.jpg","초숏","하이웨이스트","0.4089","0.6269","1.0358"
"493501","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/493501.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/493501_bottom.jpg","버뮤다","판별불가","0.2718","0.7273","0.9991"
"1127297","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/1127297.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/1127297_bottom.jpg","맥시","판별불가","0.236","0.8132","1.0491"
"887202","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/887202.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/887202_bottom.jpg","판별불가","판별불가","0.3163","0.7185","1.0348"
"789976","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/789976.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/789976_bottom.jpg","발목","normal","0.4559","0.4893","0.9451"
"761991","modern","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/modern/761991.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/761991_bottom.jpg","미디","하이웨이스트","0.4366","0.6029","1.0395"
"517193","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/517193.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/517193_bottom.jpg","숏","normal","0.469","0.5768","1.0458"
"965912","romantic","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/romantic/965912.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/965912_bottom.jpg","카프리","판별불가","0.6429","0.3827","1.0256"
"1079000","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/1079000.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/1079000_bottom.jpg","초숏","normal","0.3255","0.713","1.0385"
"982358","tomboy","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/tomboy/982358.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/982358_bottom.jpg","버뮤다","하이웨이스트","0.4328","0.5695","1.0023"
"1302173","resort","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/resort/1302173.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/1302173_bottom.jpg","맥시","normal","0.4672","0.5852","1.0524"
"1093611","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/1093611.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/1093611_bottom.jpg","판별불가","판별불가","0.5432","0.5169","1.0601"
"924022","genderless","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/genderless/924022.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/924022_bottom.jpg","발목","normal","0.3749","0.5766","0.9516"
"439897","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/439897.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/439897_bottom.jpg","미디","normal","0.4212","0.6318","1.053"
"310331","feminine","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/feminine/310331.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/310331_bottom.jpg","숏","하이웨이스트","0.478","0.5686","1.0466"
"806272","sophisticated","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/sophisticated/806272.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/806272_bottom.jpg","카프리","하이웨이스트","0.5958","0.4416","1.0375"
"898671","feminine","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/feminine/898671.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/898671_bottom.jpg","초숏","판별불가","0.4395","0.613","1.0525"
"152412","resort","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/resort/152412.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/152412_bottom.jpg","버뮤다","하이웨이스트","0.4745","0.529","1.0035"
"879505","modern","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/modern/879505.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/879505_bottom.jpg","맥시","판별불가","0.3835","0.6739","1.0574"
"615148","resort","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/resort/615148.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/615148_bottom.jpg","판별불가","판별불가","0.2567","0.8043","1.061"
"1269355","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/1269355.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/1269355_bottom.jpg","발목","판별불가","0.4272","0.5258","0.953"
"850044","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/850044.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/850044_bottom.jpg","미디","판별불가","0.5239","0.5413","1.0653"
"1010354","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/1010354.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/1010354_bottom.jpg","숏","normal","0.5001","0.5479","1.048"
"742057","feminine","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/feminine/742057.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/742057_bottom.jpg","카프리","하이웨이스트","0.5527","0.493","1.0456"
"1161503","romantic","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/romantic/1161503.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/1161503_bottom.jpg","초숏","normal","0.561","0.5047","1.0657"
"558792","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/558792.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/558792_bottom.jpg","버뮤다","판별불가","0.4211","0.5835","1.0046"
"630525","resort","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/resort/630525.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/630525_bottom.jpg","맥시","normal","0.3478","0.71","1.0578"
"543717","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/543717.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/543717_bottom.jpg","판별불가","판별불가","0.4676","0.5946","1.0622"
"55281","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/55281.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/55281_bottom.jpg","발목","normal","0.2755","0.6779","0.9535"
"331495","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/331495.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/331495_bottom.jpg","미디","normal","0.4323","0.6379","1.0702"
"1048684","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/1048684.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/1048684_bottom.jpg","숏","하이웨이스트","0.5287","0.5197","1.0485"
"1117293","feminine","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/feminine/1117293.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/1117293_bottom.jpg","카프리","normal","0.5224","0.5242","1.0467"
"698931","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/698931.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/698931_bottom.jpg","초숏","normal","0.5984","0.475","1.0734"
"425089","resort","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/resort/425089.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/425089_bottom.jpg","버뮤다","normal","0.3207","0.6903","1.011"
"267770","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/267770.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/267770_bottom.jpg","맥시","normal","0.2678","0.7922","1.06"
"918861","modern","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/modern/918861.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/918861_bottom.jpg","판별불가","판별불가","0.5612","0.5204","1.0816"
"759784","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/759784.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/759784_bottom.jpg","발목","판별불가","0.501","0.4536","0.9545"
"886594","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/886594.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/886594_bottom.jpg","미디","하이웨이스트","0.7108","0.3635","1.0743"
"828831","romantic","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/romantic/828831.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/828831_bottom.jpg","숏","normal","0.6484","0.4001","1.0485"
"972697","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/972697.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/972697_bottom.jpg","카프리","하이웨이스트","0.4403","0.6079","1.0482"
"599146","modern","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/modern/599146.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/599146_bottom.jpg","초숏","판별불가","0.3734","0.7049","1.0783"
"108677","modern","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/modern/108677.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/108677_bottom.jpg","버뮤다","판별불가","0.6219","0.3992","1.0211"
"1134246","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/1134246.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/1134246_bottom.jpg","맥시","normal","0.591","0.4792","1.0702"
"165853","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/165853.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/165853_bottom.jpg","판별불가","판별불가","0.4419","0.6501","1.092"
"839395","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/839395.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/839395_bottom.jpg","발목","판별불가","0.3565","0.5981","0.9546"
"488608","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/488608.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/488608_bottom.jpg","미디","하이웨이스트","0.606","0.4735","1.0795"
"213992","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/213992.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/213992_bottom.jpg","숏","판별불가","0.5842","0.4676","1.0519"
"157575","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/157575.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/157575_bottom.jpg","카프리","normal","0.4528","0.6013","1.0541"
"1185075","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/1185075.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/1185075_bottom.jpg","초숏","판별불가","0.4495","0.632","1.0815"
"1227158","modern","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/modern/1227158.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/1227158_bottom.jpg","버뮤다","하이웨이스트","0.5566","0.4646","1.0212"
"242240","classic","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/classic/242240.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/242240_bottom.jpg","맥시","normal","0.3242","0.7549","1.0791"
"1272330","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/1272330.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/1272330_bottom.jpg","판별불가","normal","0.3154","0.7873","1.1027"
"982140","sophisticated","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/sophisticated/982140.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/982140_bottom.jpg","발목","normal","0.429","0.5285","0.9575"
"1160008","resort","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/resort/1160008.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/1160008_bottom.jpg","미디","판별불가","0.3344","0.757","1.0914"
"241543","romantic","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/romantic/241543.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/241543_bottom.jpg","숏","하이웨이스트","0.4278","0.6283","1.0561"
"1063499","feminine","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/feminine/1063499.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/1063499_bottom.jpg","카프리","normal","0.6562","0.3997","1.056"
"1009456","resort","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/resort/1009456.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/1009456_bottom.jpg","초숏","판별불가","0.3647","0.7314","1.0961"
"1095772","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/1095772.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/1095772_bottom.jpg","버뮤다","하이웨이스트","0.6383","0.3888","1.0271"
"542992","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/542992.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/542992_bottom.jpg","맥시","판별불가","0.5961","0.4999","1.096"
"172129","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/172129.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/172129_bottom.jpg","판별불가","판별불가","0.2083","0.9076","1.1159"
"135337","sophisticated","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/sophisticated/135337.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/135337_bottom.jpg","발목","판별불가","0.4102","0.5503","0.9605"
"2876","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/2876.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/2876_bottom.jpg","미디","판별불가","0.4454","0.6461","1.0915"
"1298989","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/1298989.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/1298989_bottom.jpg","숏","normal","0.505","0.5639","1.0689"
"980254","feminine","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/feminine/980254.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/980254_bottom.jpg","카프리","판별불가","0.3935","0.6688","1.0622"
"1140893","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/1140893.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/1140893_bottom.jpg","초숏","normal","0.6577","0.4513","1.109"
"702512","modern","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/modern/702512.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/702512_bottom.jpg","버뮤다","판별불가","0.2896","0.7449","1.0345"
