"image_id","folder","image_url","pp_pred","ps_pred","trim_pred","collected_by"
"469635","romantic","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/romantic/469635.jpg","allover","medium","standard","pp,ps"
"586246","resort","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/resort/586246.jpg","none","medium","standard","ps"
"939742","avant_garde","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/avant_garde/939742.jpg","allover","medium","standard","pp,ps"
"707903","modern","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/modern/707903.jpg","none","medium","standard","ps"
"886524","feminine","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/feminine/886524.jpg","none","medium","standard","ps"
"116259","feminine","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/feminine/116259.jpg","allover","medium","standard","pp,ps"
"539834","modern","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/modern/539834.jpg","none","medium","standard","ps"
"751615","sporty","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/sporty/751615.jpg","none","medium","banded","ps"
"1109166","classic","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/classic/1109166.jpg","none","small","standard","ps"
"333143","feminine","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/feminine/333143.jpg","allover","medium","standard","pp,ps"
"185498","hippie","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/hippie/185498.jpg","allover","medium","standard","pp,ps"
"1075712","classic","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/classic/1075712.jpg","none","medium","standard","ps"
"1227525","modern","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/modern/1227525.jpg","allover","medium","raw","trim,pp,ps"
"82608","romantic","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/romantic/82608.jpg","none","medium","standard","ps"
"148747","hippie","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/hippie/148747.jpg","none","medium","standard","ps"
"364829","romantic","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/romantic/364829.jpg","none","small","standard","ps"
"265244","romantic","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/romantic/265244.jpg","allover","medium","standard","pp,ps"
"1072788","romantic","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/romantic/1072788.jpg","none","small","standard","ps"
"711407","romantic","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/romantic/711407.jpg","none","small","standard","ps"
"465921","resort","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/resort/465921.jpg","allover","medium","standard","pp,ps"
"1158368","romantic","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/romantic/1158368.jpg","none","small","standard","ps"
"528359","romantic","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/romantic/528359.jpg","none","small","raw","trim,ps"
"314327","romantic","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/romantic/314327.jpg","allover","medium","standard","pp,ps"
"533990","feminine","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/feminine/533990.jpg","allover","small","standard","pp,ps"
"114583","romantic","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/romantic/114583.jpg","allover","medium","standard","pp,ps"
"973842","feminine","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/feminine/973842.jpg","allover","small","standard","pp,ps"
"58800","country","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/country/58800.jpg","allover","medium","standard","pp,ps"
"279238","country","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/country/279238.jpg","none","medium","standard","ps"
"397600","sexy","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/sexy/397600.jpg","none","none","raw","trim"
"1158216","romantic","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/romantic/1158216.jpg","allover","medium","raw","trim,pp,ps"
"501322","romantic","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/romantic/501322.jpg","none","small","standard","ps"
"704476","country","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/country/704476.jpg","none","small","banded","ps"
"421277","classic","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/classic/421277.jpg","none","medium","standard","ps"
"282786","punk","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/punk/282786.jpg","none","small","standard","ps"
"813404","resort","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/resort/813404.jpg","none","medium","standard","ps"
"1159096","feminine","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/feminine/1159096.jpg","allover","small","standard","pp,ps"
"265593","preppy","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/preppy/265593.jpg","none","medium","standard","ps"
"561870","genderless","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/genderless/561870.jpg","none","small","standard","ps"
"447970","romantic","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/romantic/447970.jpg","none","small","standard","ps"
"597464","oriental","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/oriental/597464.jpg","none","medium","standard","ps"
"117371","romantic","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/romantic/117371.jpg","allover","medium","standard","pp,ps"
"236922","resort","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/resort/236922.jpg","allover","medium","standard","pp,ps"
"272212","feminine","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/feminine/272212.jpg","none","medium","standard","ps"
"1054005","sophisticated","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/sophisticated/1054005.jpg","none","small","standard","ps"
"1329606","modern","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/modern/1329606.jpg","allover","medium","standard","pp,ps"
"1074214","country","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/country/1074214.jpg","none","small","raw","trim,ps"
"280182","avant_garde","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/avant_garde/280182.jpg","none","medium","standard","ps"
"809679","feminine","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/feminine/809679.jpg","none","small","standard","ps"
"1078692","sporty","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/sporty/1078692.jpg","none","small","banded","ps"
"403792","feminine","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/feminine/403792.jpg","none","medium","standard","ps"
"725265","feminine","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/feminine/725265.jpg","none","medium","standard","ps"
"1203971","feminine","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/feminine/1203971.jpg","allover","medium","standard","pp,ps"
"452170","romantic","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/romantic/452170.jpg","allover","none","raw","trim,pp"
"971805","feminine","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/feminine/971805.jpg","allover","medium","standard","pp,ps"
"970659","modern","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/modern/970659.jpg","none","small","standard","ps"
"147658","retro","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/retro/147658.jpg","allover","medium","standard","pp,ps"
"117139","romantic","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/romantic/117139.jpg","allover","medium","standard","pp,ps"
"6894","modern","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/modern/6894.jpg","none","medium","standard","ps"
"73499","feminine","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/feminine/73499.jpg","none","medium","standard","ps"
"1255265","feminine","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/feminine/1255265.jpg","none","small","standard","ps"
"485593","hippie","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/hippie/485593.jpg","none","medium","raw","trim,ps"
"192666","sporty","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/sporty/192666.jpg","none","small","banded","ps"
"308915","classic","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/classic/308915.jpg","none","medium","standard","ps"
"513095","feminine","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/feminine/513095.jpg","none","none","raw","trim"
"192763","sporty","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/sporty/192763.jpg","none","small","banded","ps"
"1248915","classic","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/classic/1248915.jpg","none","small","standard","ps"
"265250","romantic","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/romantic/265250.jpg","none","medium","standard","ps"
"680432","feminine","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/feminine/680432.jpg","none","medium","standard","ps"
"428668","retro","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/retro/428668.jpg","none","medium","standard","ps"
"973739","country","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/country/973739.jpg","none","medium","raw","trim,ps"
"814812","romantic","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/romantic/814812.jpg","allover","small","standard","pp,ps"
"534752","feminine","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/feminine/534752.jpg","allover","medium","standard","pp,ps"
"1200619","romantic","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/romantic/1200619.jpg","allover","small","standard","pp,ps"
"1127611","modern","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/modern/1127611.jpg","none","medium","standard","ps"
"313987","romantic","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/romantic/313987.jpg","allover","medium","standard","pp,ps"
"1129705","classic","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/classic/1129705.jpg","none","medium","standard","ps"
"322149","modern","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/modern/322149.jpg","none","medium","standard","ps"
"264265","hippie","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/hippie/264265.jpg","none","medium","standard","ps"
"478277","modern","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/modern/478277.jpg","none","medium","standard","ps"
"1160970","feminine","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/feminine/1160970.jpg","allover","small","standard","pp,ps"
"1139023","feminine","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/feminine/1139023.jpg","none","small","standard","ps"
"273756","sophisticated","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/sophisticated/273756.jpg","none","medium","standard","ps"
"7517","resort","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/resort/7517.jpg","allover","medium","raw","trim,pp,ps"
"514591","romantic","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/romantic/514591.jpg","none","none","raw","trim"
"314411","feminine","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/feminine/314411.jpg","none","medium","standard","ps"
"546202","modern","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/modern/546202.jpg","none","medium","standard","ps"
"1193675","kitsch","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/kitsch/1193675.jpg","none","small","standard","ps"
"58755","resort","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/resort/58755.jpg","allover","medium","standard","pp,ps"
"40342","classic","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/classic/40342.jpg","none","medium","standard","ps"
"116916","romantic","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/romantic/116916.jpg","none","medium","raw","trim,ps"
"932435","feminine","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/feminine/932435.jpg","none","medium","standard","ps"
"546340","avant_garde","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/avant_garde/546340.jpg","none","medium","standard","ps"
"688073","kitsch","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/kitsch/688073.jpg","none","medium","standard","ps"
"204007","modern","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/modern/204007.jpg","none","medium","standard","ps"
"1298704","sexy","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/sexy/1298704.jpg","none","none","unknown","trim"
"469906","resort","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/resort/469906.jpg","none","medium","standard","ps"
"1171224","feminine","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/feminine/1171224.jpg","none","medium","standard","ps"
"1160422","classic","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/classic/1160422.jpg","allover","medium","standard","pp,ps"
"793142","sophisticated","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/sophisticated/793142.jpg","none","medium","standard","ps"
"878823","feminine","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/feminine/878823.jpg","none","none","raw","trim"
"221736","feminine","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/feminine/221736.jpg","none","none","raw","trim"
"1336932","romantic","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/romantic/1336932.jpg","none","medium","raw","trim,ps"
"323299","classic","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/classic/323299.jpg","none","none","raw","trim"
"101008","modern","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/modern/101008.jpg","none","medium","standard","ps"
"429296","country","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/country/429296.jpg","allover","medium","standard","pp,ps"
"84168","country","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/country/84168.jpg","allover","medium","standard","pp,ps"
"260020","resort","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/resort/260020.jpg","allover","none","standard","pp"
"1338847","feminine","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/feminine/1338847.jpg","none","medium","standard","ps"
"703815","sexy","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/sexy/703815.jpg","none","medium","standard","ps"
"465949","resort","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/resort/465949.jpg","none","medium","standard","ps"
"1027244","country","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/country/1027244.jpg","none","small","standard","ps"
"250520","romantic","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/romantic/250520.jpg","none","medium","standard","ps"
"142474","romantic","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/romantic/142474.jpg","none","none","raw","trim"
"968109","resort","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/resort/968109.jpg","none","medium","standard","ps"
"47858","sophisticated","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/sophisticated/47858.jpg","none","none","raw","trim"
"964544","sophisticated","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/sophisticated/964544.jpg","none","small","standard","ps"
"702066","romantic","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/romantic/702066.jpg","none","medium","standard","ps"
"752601","feminine","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/feminine/752601.jpg","allover","medium","standard","pp,ps"
"1170648","country","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/country/1170648.jpg","none","small","standard","ps"
"176253","resort","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/resort/176253.jpg","allover","medium","standard","pp,ps"
"1186925","resort","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/resort/1186925.jpg","none","small","banded","ps"
"1173327","resort","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/resort/1173327.jpg","allover","tiny","standard","pp,ps"
"1061731","mannish","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/mannish/1061731.jpg","none","none","frayed","trim"
"58585","resort","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/resort/58585.jpg","none","small","standard","ps"
"113329","romantic","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/romantic/113329.jpg","allover","medium","standard","pp,ps"
"292354","romantic","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/romantic/292354.jpg","allover","medium","standard","pp,ps"
"97940","resort","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/resort/97940.jpg","allover","small","standard","pp,ps"
"1072497","romantic","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/romantic/1072497.jpg","none","medium","standard","ps"
"553454","modern","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/modern/553454.jpg","none","medium","standard","ps"
"278240","avant_garde","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/avant_garde/278240.jpg","allover","medium","standard","pp,ps"
"1338952","sophisticated","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/sophisticated/1338952.jpg","none","none","raw","trim"
"771213","kitsch","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/kitsch/771213.jpg","none","medium","standard","ps"
"535241","feminine","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/feminine/535241.jpg","allover","small","standard","pp,ps"
"912929","resort","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/resort/912929.jpg","allover","medium","standard","pp,ps"
"1123422","modern","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/modern/1123422.jpg","none","medium","banded","ps"
"888625","classic","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/classic/888625.jpg","none","small","standard","ps"
"131415","feminine","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/feminine/131415.jpg","allover","medium","standard","pp,ps"
"1332824","resort","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/resort/1332824.jpg","none","medium","standard","ps"
"459625","romantic","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/romantic/459625.jpg","allover","medium","standard","pp,ps"
"459371","romantic","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/romantic/459371.jpg","allover","small","raw","trim,pp,ps"
"1278964","romantic","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/romantic/1278964.jpg","none","none","frayed","trim"
"238144","oriental","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/oriental/238144.jpg","none","medium","standard","ps"
"1040308","feminine","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/feminine/1040308.jpg","allover","small","standard","pp,ps"
"1050883","country","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/country/1050883.jpg","none","medium","banded","ps"
"1086520","hippie","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/hippie/1086520.jpg","none","none","raw","trim"
"176240","modern","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/modern/176240.jpg","allover","medium","standard","pp,ps"
"97864","resort","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/resort/97864.jpg","allover","medium","standard","pp,ps"
"358330","romantic","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/romantic/358330.jpg","none","medium","standard","ps"
"1020935","resort","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/resort/1020935.jpg","none","none","frayed","trim"
"548399","genderless","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/genderless/548399.jpg","none","medium","standard","ps"
"275647","hippie","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/hippie/275647.jpg","allover","none","standard","pp"
"919737","resort","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/resort/919737.jpg","none","medium","standard","ps"
"176016","resort","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/resort/176016.jpg","none","medium","standard","ps"
"61958","resort","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/resort/61958.jpg","allover","medium","standard","pp,ps"
"1044860","feminine","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/feminine/1044860.jpg","none","small","standard","ps"
"679734","resort","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/resort/679734.jpg","none","medium","standard","ps"
"448498","romantic","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/romantic/448498.jpg","allover","medium","standard","pp,ps"
"443","classic","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/classic/443.jpg","none","small","standard","ps"
"42598","sexy","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/sexy/42598.jpg","none","none","frayed","trim"
"1252807","classic","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/classic/1252807.jpg","none","medium","raw","trim,ps"
"298425","oriental","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/oriental/298425.jpg","none","medium","standard","ps"
"1120670","romantic","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/romantic/1120670.jpg","none","small","standard","ps"
"461231","romantic","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/romantic/461231.jpg","allover","medium","standard","pp,ps"
"797980","country","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/country/797980.jpg","none","medium","standard","ps"
"792034","preppy","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/preppy/792034.jpg","none","small","standard","ps"
"457572","feminine","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/feminine/457572.jpg","allover","small","standard","pp,ps"
"1167527","feminine","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/feminine/1167527.jpg","allover","small","standard","pp,ps"
"1074119","romantic","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/romantic/1074119.jpg","none","small","standard","ps"
"1351496","etc","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/etc/1351496.jpg","none","small","banded","ps"
"297552","country","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/country/297552.jpg","none","small","standard","ps"
"758756","feminine","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/feminine/758756.jpg","none","small","standard","ps"
"1071235","romantic","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/romantic/1071235.jpg","none","none","raw","trim"
"242743","modern","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/modern/242743.jpg","none","medium","banded","ps"
"190311","sporty","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/sporty/190311.jpg","none","small","standard","ps"
"511576","kitsch","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/kitsch/511576.jpg","none","medium","standard","ps"
"362511","feminine","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/feminine/362511.jpg","allover","small","standard","pp,ps"
"204847","feminine","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/feminine/204847.jpg","none","none","raw","trim"
"199377","country","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/country/199377.jpg","allover","medium","standard","pp,ps"
"572972","modern","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/modern/572972.jpg","none","medium","standard","ps"
"971934","romantic","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/romantic/971934.jpg","none","medium","raw","trim,ps"
"1282485","modern","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/modern/1282485.jpg","none","medium","standard","ps"
"783126","romantic","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/romantic/783126.jpg","none","medium","standard","ps"
"1277551","resort","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/resort/1277551.jpg","none","none","raw","trim"
"1316890","romantic","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/romantic/1316890.jpg","none","small","standard","ps"
"194575","sexy","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/sexy/194575.jpg","none","small","standard","ps"
"614706","romantic","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/romantic/614706.jpg","none","small","standard","ps"
"1222090","country","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/country/1222090.jpg","none","none","raw","trim"
"429162","resort","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/resort/429162.jpg","allover","medium","standard","pp,ps"
"812306","resort","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/resort/812306.jpg","allover","medium","standard","pp,ps"
"278292","classic","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/classic/278292.jpg","allover","medium","standard","pp,ps"
"530839","romantic","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/romantic/530839.jpg","allover","medium","standard","pp,ps"
"1093420","sexy","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/sexy/1093420.jpg","none","small","unknown","trim,ps"
"1020806","resort","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/resort/1020806.jpg","none","small","standard","ps"
"205956","hippie","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/hippie/205956.jpg","none","medium","standard","ps"
"451917","feminine","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/feminine/451917.jpg","none","small","standard","ps"
"1125531","resort","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/resort/1125531.jpg","none","none","raw","trim"
"1204613","romantic","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/romantic/1204613.jpg","allover","medium","standard","pp,ps"
"116597","retro","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/retro/116597.jpg","allover","medium","standard","pp,ps"
"107960","sophisticated","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/sophisticated/107960.jpg","none","medium","standard","ps"
"609371","country","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/country/609371.jpg","none","medium","standard","ps"
"1057373","modern","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/modern/1057373.jpg","none","small","banded","ps"
"142911","oriental","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/oriental/142911.jpg","allover","medium","standard","pp,ps"
"147730","resort","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/resort/147730.jpg","none","none","raw","trim"
"406415","modern","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/modern/406415.jpg","allover","medium","standard","pp,ps"
"142347","resort","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/resort/142347.jpg","allover","medium","standard","pp,ps"
"238362","romantic","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/romantic/238362.jpg","allover","medium","standard","pp,ps"
"1200692","romantic","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/romantic/1200692.jpg","none","medium","raw","trim,ps"
"131448","feminine","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/feminine/131448.jpg","allover","medium","standard","pp,ps"
"615012","romantic","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/romantic/615012.jpg","none","small","standard","ps"
"191706","sexy","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/sexy/191706.jpg","none","medium","standard","ps"
"528028","retro","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/retro/528028.jpg","none","small","banded","ps"
